,model,year,price,transmission,mileage,engine size,mileage2,fuel type2,engine size2
2486, C Class,2019,31199,Automatic,3435,145,57.7,Diesel,2.0
2487, C Class,2019,32069,Semi-Auto,1000,145,64.2,Diesel,2.0
2488, C Class,2019,30919,Semi-Auto,1000,145,53.3,Diesel,2.0
2489, C Class,2019,25799,Semi-Auto,1000,145,45.6,Petrol,1.5
2490, C Class,2016,38349,Semi-Auto,22000,300,34.5,Petrol,4.0
2491, C Class,2019,49499,Semi-Auto,1000,145,29.1,Petrol,3.0
2492, C Class,2019,49669,Semi-Auto,1000,145,29.1,Petrol,3.0
2493, C Class,2018,18399,Semi-Auto,31122,145,64.2,Diesel,2.1
2494, C Class,2019,31299,Semi-Auto,4631,145,61.4,Diesel,2.0
2495, C Class,2019,33599,Semi-Auto,2983,145,57.7,Diesel,2.0
2496, C Class,2017,20349,Semi-Auto,10745,30,64.2,Diesel,2.1
2497, C Class,2019,34399,Semi-Auto,3353,145,55.4,Diesel,2.0
2498, C Class,2019,30099,Semi-Auto,2671,145,60.1,Diesel,1.6
2499, C Class,2019,31519,Semi-Auto,1000,145,45.6,Petrol,1.5
2500, C Class,2016,19799,Semi-Auto,38500,125,52.3,Petrol,2.0
2501, C Class,2018,29999,Semi-Auto,17788,145,36.2,Petrol,3.0
2502, C Class,2018,26799,Semi-Auto,7466,145,47.1,Petrol,2.0
2503, C Class,2020,36209,Semi-Auto,1000,145,42.8,Petrol,2.0
2504, C Class,2017,14549,Semi-Auto,38085,20,65.7,Diesel,2.1
2505, C Class,2019,25899,Semi-Auto,10662,145,47.1,Petrol,1.5
2506, C Class,2020,36809,Semi-Auto,1000,145,46.3,Petrol,1.5
2507, C Class,2016,25499,Semi-Auto,9458,160,43.5,Petrol,2.0
2508, C Class,2017,18299,Semi-Auto,35431,30,61.4,Diesel,2.1
2509, C Class,2017,25999,Semi-Auto,2883,145,42.2,Petrol,2.0
2510, C Class,2016,18999,Semi-Auto,28500,20,64.2,Diesel,2.1
2511, C Class,2016,19799,Semi-Auto,21086,30,64.2,Diesel,2.1
2512, C Class,2019,28599,Semi-Auto,970,145,60.1,Diesel,1.6
2513, C Class,2019,32599,Semi-Auto,3723,145,54.3,Diesel,2.0
2514, C Class,2019,25999,Semi-Auto,13701,145,47.1,Petrol,1.5
2515, C Class,2018,47099,Automatic,11501,145,31.7,Petrol,4.0
2516, C Class,2019,26289,Automatic,650,145,46.3,Petrol,1.5
2517, C Class,2017,25599,Semi-Auto,13000,145,42.2,Petrol,2.0
2518, C Class,2019,31609,Semi-Auto,1825,145,64.2,Diesel,2.0
2519, C Class,2016,15999,Semi-Auto,9000,20,65.7,Diesel,2.1
2520, C Class,2019,34919,Semi-Auto,2292,145,44.1,Petrol,1.5
2521, C Class,2019,28999,Semi-Auto,2392,150,46.3,Petrol,1.5
2522, C Class,2019,33599,Automatic,1734,145,55.4,Diesel,2.0
2523, C Class,2019,31099,Automatic,1935,145,44.1,Petrol,2.0
2524, C Class,2019,20399,Semi-Auto,14111,145,61.4,Diesel,2.0
2525, C Class,2019,29349,Semi-Auto,4133,145,57.7,Diesel,2.0
2526, C Class,2019,20299,Semi-Auto,14144,145,46.3,Petrol,1.5
2527, C Class,2019,25749,Semi-Auto,13873,145,61.4,Diesel,2.0
2528, C Class,2019,25749,Semi-Auto,13789,145,61.4,Diesel,2.0
2529, C Class,2016,17149,Semi-Auto,38395,30,64.2,Diesel,2.1
2530, C Class,2019,42049,Semi-Auto,6071,145,30.4,Petrol,3.0
2531, C Class,2019,30149,Semi-Auto,6362,145,64.2,Diesel,2.0
2532, C Class,2018,29199,Semi-Auto,4699,145,54.3,Diesel,2.0
2533, C Class,2019,19699,Semi-Auto,15020,145,46.3,Petrol,1.5
2534, C Class,2019,32999,Semi-Auto,2373,145,54.3,Diesel,2.0
2535, C Class,2019,42999,Semi-Auto,8751,145,29.1,Petrol,3.0
2536, C Class,2019,41699,Semi-Auto,7400,145,30.4,Petrol,3.0
2537, C Class,2018,50799,Automatic,639,145,31.7,Petrol,4.0
2538, C Class,2016,17949,Automatic,22000,30,64.2,Diesel,2.1
2539, C Class,2019,26299,Semi-Auto,5661,145,46.3,Petrol,1.5
2540, C Class,2019,67199,Semi-Auto,2270,145,28.0,Petrol,4.0
2541, C Class,2019,33999,Semi-Auto,1000,145,57.7,Diesel,2.0
2542, C Class,2017,24289,Semi-Auto,13716,30,65.7,Diesel,2.1
2543, C Class,2020,40179,Semi-Auto,1000,145,54.3,Diesel,2.0
2544, C Class,2019,27299,Automatic,138,145,45.6,Petrol,1.5
2545, C Class,2019,26699,Semi-Auto,10597,145,46.3,Petrol,1.5
2546, C Class,2019,26699,Semi-Auto,6718,145,46.3,Petrol,1.5
2547, C Class,2019,20399,Semi-Auto,13793,145,61.4,Diesel,2.0
2548, C Class,2019,20799,Semi-Auto,15536,145,61.4,Diesel,2.0
2549, C Class,2019,24299,Semi-Auto,14333,145,61.4,Diesel,2.0
2550, C Class,2019,25999,Semi-Auto,14344,145,61.4,Diesel,2.0
2551, C Class,2018,26189,Semi-Auto,8069,145,65.7,Diesel,2.1
2552, C Class,2019,29799,Automatic,7621,145,57.7,Diesel,2.0
2553, C Class,2019,29099,Semi-Auto,8205,145,57.7,Diesel,2.0
2554, C Class,2017,19499,Semi-Auto,25241,145,64.2,Diesel,2.1
2555, C Class,2018,24499,Semi-Auto,9304,145,60.1,Diesel,1.6
2556, C Class,2019,23799,Semi-Auto,12946,145,61.4,Diesel,2.0
2557, C Class,2019,43199,Semi-Auto,9551,145,29.1,Petrol,3.0
2558, C Class,2019,41499,Semi-Auto,8116,145,30.4,Petrol,3.0
2559, C Class,2019,29699,Semi-Auto,4279,145,56.5,Diesel,2.0
2560, C Class,2019,32699,Semi-Auto,1362,145,56.5,Diesel,2.0
2561, C Class,2019,32069,Semi-Auto,1000,145,64.2,Diesel,2.0
2562, C Class,2019,27699,Semi-Auto,5426,145,45.6,Petrol,1.5
2563, C Class,2019,32959,Semi-Auto,1000,145,64.2,Diesel,2.0
2564, C Class,2019,29549,Semi-Auto,9053,145,44.1,Petrol,2.0
2565, C Class,2016,21099,Semi-Auto,9272,20,67.3,Diesel,2.1
2566, C Class,2017,16995,Semi-Auto,19372,145,64.2,Diesel,1.6
2567, C Class,2016,13990,Manual,57138,20,68.9,Diesel,2.1
2568, C Class,2018,29499,Automatic,1988,145,44.1,Petrol,2.0
2569, C Class,2019,40099,Semi-Auto,11267,145,29.4,Petrol,3.0
2570, C Class,2019,28399,Semi-Auto,7430,145,61.4,Diesel,2.0
2571, C Class,2019,19799,Semi-Auto,14251,145,46.3,Petrol,1.5
2572, C Class,2019,20199,Semi-Auto,11381,145,46.3,Petrol,1.5
2573, C Class,2019,19799,Semi-Auto,14301,145,46.3,Petrol,1.5
2574, C Class,2019,26049,Semi-Auto,9612,145,47.1,Petrol,1.5
2575, C Class,2019,31999,Semi-Auto,1000,145,61.4,Diesel,2.0
2576, C Class,2019,23849,Semi-Auto,15207,145,46.3,Petrol,1.5
2577, C Class,2019,20349,Semi-Auto,13898,145,46.3,Petrol,1.5
2578, C Class,2019,24599,Semi-Auto,14234,145,46.3,Petrol,1.5
2579, C Class,2019,20299,Semi-Auto,14855,145,61.4,Diesel,2.0
2580, C Class,2019,40849,Semi-Auto,10387,145,30.4,Petrol,3.0
2581, C Class,2019,20349,Semi-Auto,14005,145,46.3,Petrol,1.5
2582, C Class,2019,20299,Semi-Auto,14123,145,46.3,Petrol,1.5
2583, C Class,2019,26899,Automatic,2019,145,45.6,Petrol,1.5
2584, C Class,2018,25399,Automatic,18257,145,67.3,Diesel,2.1
2585, C Class,2019,32099,Semi-Auto,1000,145,51.4,Diesel,2.0
2586, C Class,2019,28399,Semi-Auto,3061,145,45.6,Petrol,1.5
2587, C Class,2019,37999,Automatic,2486,145,44.1,Petrol,1.5
2588, C Class,2019,33299,Automatic,2286,145,44.1,Petrol,2.0
2589, C Class,2019,46599,Semi-Auto,1724,145,30.4,Petrol,3.0
2590, C Class,2019,33699,Automatic,1000,145,44.1,Petrol,2.0
2591, C Class,2019,66899,Semi-Auto,262,145,28.5,Petrol,4.0
2592, C Class,2019,25849,Semi-Auto,13244,145,61.4,Diesel,2.0
2593, C Class,2019,25549,Semi-Auto,15144,145,61.4,Diesel,2.0
2594, C Class,2019,28799,Semi-Auto,13321,145,64.2,Diesel,2.0
2595, C Class,2019,24299,Semi-Auto,11403,145,61.4,Diesel,2.0
2596, C Class,2019,26049,Semi-Auto,9693,145,47.1,Petrol,1.5
2597, C Class,2019,28349,Semi-Auto,7133,145,56.5,Diesel,2.0
2598, C Class,2019,31149,Semi-Auto,6750,145,54.3,Diesel,2.0
2599, C Class,2019,32499,Semi-Auto,1303,145,46.3,Petrol,1.5
2600, C Class,2019,33799,Semi-Auto,5669,145,55.4,Diesel,2.0
2601, C Class,2017,18049,Semi-Auto,41005,30,61.4,Diesel,2.1
2602, C Class,2019,27499,Semi-Auto,3462,145,60.1,Diesel,1.6
2603, C Class,2019,28599,Semi-Auto,901,145,61.4,Diesel,2.0
2604, C Class,2019,31599,Semi-Auto,3784,145,55.4,Diesel,2.0
2605, C Class,2019,31799,Semi-Auto,2273,145,64.2,Diesel,2.0
2606, C Class,2019,26799,Semi-Auto,2498,145,45.6,Petrol,1.5
2607, C Class,2019,41999,Semi-Auto,10104,145,30.4,Petrol,3.0
2608, C Class,2019,20599,Semi-Auto,13004,145,61.4,Diesel,2.0
2609, C Class,2019,34399,Semi-Auto,3414,145,44.1,Petrol,2.0
2610, C Class,2019,25699,Semi-Auto,15251,145,61.4,Diesel,2.0
2611, C Class,2019,29799,Semi-Auto,8959,145,57.7,Diesel,2.0
2612, C Class,2018,22549,Semi-Auto,16961,145,46.3,Petrol,1.5
2613, C Class,2019,25499,Semi-Auto,16226,145,61.4,Diesel,2.0
2614, C Class,2019,29099,Semi-Auto,3820,145,64.2,Diesel,2.0
2615, C Class,2018,25049,Semi-Auto,6550,145,60.1,Diesel,1.6
2616, C Class,2015,16789,Semi-Auto,20100,30,61.4,Diesel,2.1
2617, C Class,2017,22899,Semi-Auto,17800,145,67.3,Diesel,2.1
2618, C Class,2019,62399,Semi-Auto,7580,145,28.0,Petrol,4.0
2619, C Class,2018,23799,Automatic,5905,145,49.6,Petrol,2.0
2620, C Class,2019,30149,Automatic,8351,145,54.3,Diesel,2.0
2621, C Class,2019,67159,Automatic,883,145,28.0,Petrol,4.0
2622, C Class,2017,35499,Automatic,10709,145,34.0,Petrol,3.0
2623, C Class,2019,31539,Automatic,118,145,64.2,Diesel,2.0
2624, C Class,2019,33699,Automatic,5428,145,43.5,Petrol,2.0
2625, C Class,2019,32068,Automatic,23,145,64.2,Diesel,2.0
2626, C Class,2019,28799,Semi-Auto,12030,145,44.1,Petrol,1.5
2627, C Class,2018,28149,Automatic,9273,145,54.3,Diesel,2.0
2628, C Class,2019,29899,Semi-Auto,4405,145,61.4,Diesel,2.0
2629, C Class,2016,22549,Automatic,30385,30,65.7,Diesel,2.1
2630, C Class,2017,18899,Semi-Auto,27560,20,64.2,Diesel,2.1
2631, C Class,2019,25389,Semi-Auto,8639,145,45.6,Petrol,1.5
2632, C Class,2018,27449,Automatic,7299,145,57.7,Diesel,2.0
2633, C Class,2018,27249,Automatic,8761,145,57.7,Diesel,2.0
2634, C Class,2019,26899,Automatic,796,145,45.6,Petrol,1.5
2635, C Class,2019,44399,Semi-Auto,9026,145,29.1,Petrol,3.0
2636, C Class,2018,22699,Semi-Auto,20001,145,67.3,Diesel,2.1
2637, C Class,2017,14899,Semi-Auto,31475,20,65.7,Diesel,2.1
2638, C Class,2020,39099,Semi-Auto,1000,145,44.1,Petrol,2.0
2639, C Class,2019,19799,Semi-Auto,14133,145,46.3,Petrol,1.5
2640, C Class,2019,25549,Semi-Auto,14923,145,61.4,Diesel,2.0
2641, C Class,2019,25699,Semi-Auto,11738,145,47.1,Petrol,1.5
2642, C Class,2019,23949,Semi-Auto,18542,145,46.3,Petrol,1.5
2643, C Class,2017,23649,Semi-Auto,19758,145,47.1,Petrol,2.0
2644, C Class,2019,20549,Semi-Auto,13276,145,61.4,Diesel,2.0
2645, C Class,2019,20299,Semi-Auto,14354,145,46.3,Petrol,1.5
2646, C Class,2019,25849,Semi-Auto,13158,145,61.4,Diesel,2.0
2647, C Class,2019,29449,Semi-Auto,9970,145,64.2,Diesel,2.0
2648, C Class,2019,25199,Semi-Auto,14708,145,47.1,Petrol,1.5
2649, C Class,2020,37249,Semi-Auto,1000,145,57.7,Diesel,2.0
2650, C Class,2020,53669,Semi-Auto,1000,145,29.1,Petrol,3.0
2651, C Class,2018,37999,Semi-Auto,5000,145,30.4,Petrol,3.0
2652, C Class,2019,28388,Semi-Auto,4900,145,64.2,Diesel,2.0
2653, C Class,2016,18849,Semi-Auto,25199,30,62.8,Diesel,2.1
2654, C Class,2018,28789,Semi-Auto,7800,145,57.7,Diesel,2.0
2655, C Class,2017,25999,Semi-Auto,2800,145,42.2,Petrol,2.0
2656, C Class,2019,26499,Semi-Auto,12781,145,61.4,Diesel,2.0
2657, C Class,2019,20799,Semi-Auto,13965,145,61.4,Diesel,2.0
2658, C Class,2016,23999,Semi-Auto,10000,30,65.7,Diesel,2.1
2659, C Class,2017,22999,Semi-Auto,12000,145,48.7,Petrol,2.0
2660, C Class,2019,28299,Semi-Auto,5005,145,56.5,Diesel,2.0
2661, C Class,2019,19799,Semi-Auto,14301,150,46.3,Petrol,1.5
2662, C Class,2017,25599,Semi-Auto,17500,145,42.2,Petrol,2.0
2663, C Class,2019,27299,Automatic,386,145,45.6,Petrol,1.5
2664, C Class,2019,27999,Automatic,3817,145,60.1,Diesel,1.6
2665, C Class,2019,24799,Automatic,6370,145,44.1,Petrol,1.5
2666, C Class,2019,23849,Semi-Auto,14079,145,61.4,Diesel,2.0
2667, C Class,2019,25299,Semi-Auto,10185,145,46.3,Petrol,1.5
2668, C Class,2019,28299,Semi-Auto,7395,145,56.5,Diesel,2.0
2669, C Class,2019,27399,Semi-Auto,2899,145,47.1,Petrol,1.5
2670, C Class,2019,34799,Semi-Auto,1941,145,55.4,Diesel,2.0
2671, C Class,2019,31199,Semi-Auto,5382,145,61.4,Diesel,2.0
2672, C Class,2019,23299,Manual,4289,145,47.1,Petrol,1.6
2673, C Class,2019,23499,Manual,3162,145,47.1,Petrol,1.6
2674, C Class,2019,19999,Semi-Auto,12668,145,46.3,Petrol,1.5
2675, C Class,2019,20299,Semi-Auto,14316,150,46.3,Petrol,1.5
2676, C Class,2019,25549,Semi-Auto,15144,150,61.4,Diesel,2.0
2677, C Class,2017,24498,Automatic,21650,150,54.3,Diesel,2.1
2678, C Class,2017,31999,Automatic,24700,260,35.3,Petrol,3.0
2679, C Class,2019,30249,Automatic,2225,145,55.4,Diesel,2.0
2680, C Class,2019,24799,Automatic,508,145,44.1,Petrol,1.5
2681, C Class,2018,23449,Automatic,7318,145,46.3,Petrol,1.5
2682, C Class,2019,29899,Semi-Auto,12478,145,54.3,Diesel,2.0
2683, C Class,2019,26499,Semi-Auto,3798,145,45.6,Petrol,1.5
2684, C Class,2019,25999,Semi-Auto,5922,145,45.6,Petrol,1.5
2685, C Class,2019,26599,Semi-Auto,3341,145,45.6,Petrol,1.5
2686, C Class,2019,28999,Semi-Auto,3376,145,64.2,Diesel,2.0
2687, C Class,2019,29299,Semi-Auto,5806,145,44.1,Petrol,2.0
2688, C Class,2019,27599,Semi-Auto,4664,145,61.4,Diesel,2.0
2689, C Class,2019,19799,Semi-Auto,14311,145,46.3,Petrol,1.5
2690, C Class,2018,29249,Semi-Auto,4574,145,54.3,Diesel,2.0
2691, C Class,2017,17999,Semi-Auto,29000,145,64.2,Diesel,2.1
2692, C Class,2017,22499,Semi-Auto,14000,30,64.2,Diesel,2.1
2693, C Class,2017,30999,Automatic,26000,300,34.0,Petrol,3.0
2694, C Class,2019,33149,Semi-Auto,9000,145,54.3,Diesel,2.0
2695, C Class,2016,18799,Semi-Auto,26428,30,64.2,Diesel,2.1
2696, C Class,2019,25999,Semi-Auto,13269,145,61.4,Diesel,2.0
2697, C Class,2019,26499,Semi-Auto,7795,145,46.3,Petrol,1.5
2698, C Class,2017,24699,Semi-Auto,19000,145,43.5,Petrol,2.0
2699, C Class,2018,28789,Semi-Auto,9797,150,54.3,Diesel,2.0
2700, C Class,2017,24499,Semi-Auto,19169,150,67.3,Diesel,2.1
2701, C Class,2018,28049,Semi-Auto,9977,145,54.3,Diesel,2.0
2702, C Class,2016,20199,Semi-Auto,34400,20,67.3,Diesel,2.1
2703, C Class,2019,32999,Semi-Auto,5612,145,57.7,Diesel,2.0
2704, C Class,2019,19749,Semi-Auto,14619,145,46.3,Petrol,1.5
2705, C Class,2019,34199,Semi-Auto,4229,145,55.4,Diesel,2.0
2706, C Class,2019,33699,Semi-Auto,246,145,44.1,Petrol,2.0
2707, C Class,2019,42699,Semi-Auto,24,145,30.4,Petrol,3.0
2708, C Class,2019,33599,Semi-Auto,1000,145,44.1,Petrol,2.0
2709, C Class,2019,20499,Semi-Auto,13441,145,61.4,Diesel,2.0
2710, C Class,2017,31349,Semi-Auto,16915,145,35.8,Petrol,3.0
2711, C Class,2015,17089,Semi-Auto,27501,30,64.2,Diesel,2.1
2712, C Class,2016,17799,Semi-Auto,23000,20,64.2,Diesel,2.1
2713, C Class,2016,18799,Semi-Auto,20115,125,51.4,Petrol,2.0
2714, C Class,2019,29339,Semi-Auto,1000,145,45.6,Petrol,1.5
2715, C Class,2019,26299,Semi-Auto,8059,145,47.1,Petrol,1.5
2716, C Class,2017,23649,Semi-Auto,19758,150,47.1,Petrol,2.0
2717, C Class,2018,29199,Semi-Auto,9381,145,54.3,Diesel,2.0
2718, C Class,2019,24899,Semi-Auto,3335,145,61.4,Diesel,2.0
2719, C Class,2019,25699,Semi-Auto,2547,145,42.2,Petrol,1.6
2720, C Class,2019,28999,Semi-Auto,2701,145,42.2,Petrol,1.6
2721, C Class,2019,27499,Semi-Auto,10803,145,60.1,Diesel,1.6
2722, C Class,2019,26999,Semi-Auto,1758,145,46.3,Petrol,1.5
2723, C Class,2019,30299,Semi-Auto,5915,145,44.1,Petrol,2.0
2724, C Class,2019,34649,Semi-Auto,1000,145,61.4,Diesel,2.0
2725, C Class,2019,28699,Semi-Auto,1900,145,45.6,Petrol,1.5
2726, C Class,2019,25549,Semi-Auto,15016,145,61.4,Diesel,2.0
2727, C Class,2019,25999,Semi-Auto,12353,145,61.4,Diesel,2.0
2728, C Class,2019,25599,Semi-Auto,12300,145,47.1,Petrol,1.5
2729, C Class,2019,24899,Semi-Auto,12437,145,46.3,Petrol,1.5
2730, C Class,2019,19799,Semi-Auto,14297,145,46.3,Petrol,1.5
2731, C Class,2019,30399,Semi-Auto,3964,145,44.1,Petrol,2.0
2732, C Class,2019,31599,Semi-Auto,3115,145,55.4,Diesel,2.0
2733, C Class,2019,27099,Semi-Auto,1327,145,45.6,Petrol,1.5
2734, C Class,2019,28599,Semi-Auto,1171,145,61.4,Diesel,2.0
2735, C Class,2019,26999,Semi-Auto,1500,145,45.6,Petrol,1.5
2736, C Class,2018,23499,Semi-Auto,22000,145,61.4,Diesel,2.0
2737, C Class,2018,22399,Semi-Auto,5678,145,58.9,Diesel,1.6
2738, C Class,2018,23099,Semi-Auto,9769,145,46.3,Petrol,1.5
2739, C Class,2018,27499,Semi-Auto,7073,145,57.7,Diesel,2.0
2740, C Class,2018,27449,Semi-Auto,5532,145,44.1,Petrol,2.0
2741, C Class,2019,29749,Semi-Auto,6118,145,57.7,Diesel,2.0
2742, C Class,2019,40699,Semi-Auto,10476,145,30.4,Petrol,3.0
2743, C Class,2019,29699,Semi-Auto,5409,145,61.4,Diesel,2.0
2744, C Class,2016,17699,Semi-Auto,26500,20,64.2,Diesel,2.1
2745, C Class,2019,33789,Automatic,1000,145,61.4,Diesel,2.0
2746, C Class,2019,26899,Semi-Auto,2239,145,46.3,Petrol,1.5
2747, C Class,2019,31529,Semi-Auto,1000,145,51.4,Diesel,2.0
2748, C Class,2019,69679,Semi-Auto,1000,145,28.0,Petrol,4.0
2749, C Class,2019,31999,Semi-Auto,1000,145,61.4,Diesel,2.0
2750, C Class,2019,36539,Semi-Auto,1000,145,55.4,Diesel,2.0
2751, C Class,2019,27999,Automatic,649,145,46.3,Petrol,1.5
2752, C Class,2017,16495,Semi-Auto,34270,30,64.2,Diesel,1.6
2753, C Class,2015,17295,Automatic,34955,30,64.2,Diesel,2.1
2754, C Class,2016,22795,Automatic,26160,30,65.7,Diesel,2.1
2755, C Class,2017,17599,Semi-Auto,41107,30,64.2,Diesel,2.1
2756, C Class,2017,18799,Semi-Auto,17274,30,64.2,Diesel,2.1
2757, C Class,2019,25749,Semi-Auto,11473,145,47.1,Petrol,1.5
2758, C Class,2019,19899,Semi-Auto,13690,145,46.3,Petrol,1.5
2759, C Class,2019,20249,Semi-Auto,10658,145,46.3,Petrol,1.5
2760, C Class,2019,25349,Semi-Auto,10503,145,44.1,Petrol,1.5
2761, C Class,2017,18399,Semi-Auto,23393,145,64.2,Diesel,2.1
2762, C Class,2019,29549,Semi-Auto,10576,145,57.7,Diesel,2.0
2763, C Class,2019,20299,Semi-Auto,14088,145,46.3,Petrol,1.5
2764, C Class,2015,13649,Semi-Auto,35464,20,65.7,Diesel,2.1
2765, C Class,2017,19299,Semi-Auto,30577,30,64.2,Diesel,2.1
2766, C Class,2017,19199,Semi-Auto,8306,145,50.4,Petrol,2.0
2767, C Class,2017,48999,Semi-Auto,15000,300,32.8,Petrol,4.0
2768, C Class,2018,24099,Semi-Auto,31140,145,67.3,Diesel,2.1
2769, C Class,2017,20499,Semi-Auto,24000,30,61.4,Diesel,2.1
2770, C Class,2020,39759,Semi-Auto,1000,145,54.3,Diesel,2.0
2771, C Class,2019,34099,Semi-Auto,1000,145,42.2,Petrol,2.0
2772, C Class,2020,33509,Semi-Auto,1000,145,39.2,Petrol,2.0
2773, C Class,2016,36399,Semi-Auto,27416,305,34.5,Petrol,4.0
2774, C Class,2015,19099,Semi-Auto,29000,30,61.4,Diesel,2.1
2775, C Class,2019,20249,Semi-Auto,14681,145,46.3,Petrol,1.5
2776, C Class,2019,27099,Semi-Auto,1059,145,45.6,Petrol,1.5
2777, C Class,2019,27799,Automatic,3070,145,60.1,Diesel,1.6
2778, C Class,2019,26549,Automatic,4818,145,60.1,Diesel,1.6
2779, C Class,2019,30599,Semi-Auto,3601,145,44.1,Petrol,2.0
2780, C Class,2019,19999,Semi-Auto,14514,145,61.4,Diesel,2.0
2781, C Class,2019,25999,Semi-Auto,10914,145,46.3,Petrol,1.5
2782, C Class,2019,26299,Semi-Auto,13149,145,61.4,Diesel,2.0
2783, C Class,2019,47999,Semi-Auto,8456,145,29.7,Petrol,3.0
2784, C Class,2018,23399,Automatic,8033,145,46.3,Petrol,1.5
2785, C Class,2019,24199,Automatic,3250,145,44.1,Petrol,1.5
2786, C Class,2019,28899,Semi-Auto,9000,145,44.1,Petrol,2.0
2787, C Class,2019,26899,Semi-Auto,1308,145,45.6,Petrol,1.5
2788, C Class,2017,22799,Semi-Auto,11304,145,58.9,Diesel,2.1
2789, C Class,2016,18099,Semi-Auto,17557,20,64.2,Diesel,2.1
2790, C Class,2019,23399,Automatic,3950,145,44.1,Petrol,1.5
2791, C Class,2019,37449,Automatic,5510,145,54.3,Diesel,2.0
2792, C Class,2019,25099,Automatic,4289,145,44.1,Petrol,1.5
2793, C Class,2019,28499,Semi-Auto,2524,145,45.6,Petrol,1.5
2794, C Class,2016,24749,Automatic,21118,125,61.4,Diesel,2.1
2795, C Class,2015,16899,Semi-Auto,30895,30,61.4,Diesel,2.1
2796, C Class,2018,23100,Automatic,10424,145,45.6,Petrol,1.5
2797, C Class,2014,12100,Semi-Auto,55731,145,54.3,Diesel,2.1
2798, C Class,2013,14000,Semi-Auto,34998,150,53.3,Diesel,2.1
2799, C Class,2017,16189,Manual,16946,125,53.3,Petrol,2.0
2800, C Class,2019,31199,Semi-Auto,2000,145,44.1,Petrol,1.5
2801, C Class,2019,26999,Semi-Auto,9568,145,61.4,Diesel,2.0
2802, C Class,2019,30199,Semi-Auto,10738,145,54.3,Diesel,2.0
2803, C Class,2019,25649,Semi-Auto,7861,145,46.3,Petrol,1.5
2804, C Class,2019,26149,Semi-Auto,11357,145,61.4,Diesel,2.0
2805, C Class,2019,30799,Semi-Auto,3721,145,57.7,Diesel,2.0
2806, C Class,2019,20499,Semi-Auto,13490,145,61.4,Diesel,2.0
2807, C Class,2019,27099,Semi-Auto,2500,145,45.6,Petrol,1.5
2808, C Class,2019,25799,Semi-Auto,14944,145,47.1,Petrol,1.5
2809, C Class,2019,21599,Semi-Auto,9723,145,61.4,Diesel,2.0
2810, C Class,2017,23149,Semi-Auto,7900,30,65.7,Diesel,2.1
2811, C Class,2018,22199,Semi-Auto,32809,150,67.3,Diesel,2.1
2812, C Class,2018,25399,Semi-Auto,18257,145,67.3,Diesel,2.1
2813, C Class,2019,20299,Semi-Auto,14298,145,46.3,Petrol,1.5
2814, C Class,2016,19024,Semi-Auto,38974,20,64.2,Diesel,2.1
2815, C Class,2017,24124,Automatic,35062,125,61.4,Diesel,2.1
2816, C Class,2016,18124,Semi-Auto,45868,30,61.4,Diesel,2.1
2817, C Class,2020,32659,Semi-Auto,1000,145,54.3,Diesel,1.6
2818, C Class,2017,22649,Semi-Auto,42165,30,65.7,Diesel,2.1
2819, C Class,2019,20249,Semi-Auto,15317,145,61.4,Diesel,2.0
2820, C Class,2019,25699,Semi-Auto,11744,145,47.1,Petrol,1.5
2821, C Class,2019,23899,Semi-Auto,15337,145,46.3,Petrol,1.5
2822, C Class,2019,19849,Semi-Auto,14084,145,46.3,Petrol,1.5
2823, C Class,2019,19799,Semi-Auto,14262,145,46.3,Petrol,1.5
2824, C Class,2019,34249,Semi-Auto,1000,145,61.4,Diesel,2.0
2825, C Class,2019,20999,Semi-Auto,14663,145,61.4,Diesel,2.0
2826, C Class,2019,30049,Semi-Auto,5927,145,44.1,Petrol,2.0
2827, C Class,2019,25899,Semi-Auto,13027,145,61.4,Diesel,2.0
2828, C Class,2019,24699,Semi-Auto,13662,145,46.3,Petrol,1.5
2829, C Class,2019,25199,Semi-Auto,14855,145,47.1,Petrol,1.5
2830, C Class,2018,18849,Semi-Auto,14318,145,46.3,Petrol,1.5
2831, C Class,2018,19099,Semi-Auto,12321,145,46.3,Petrol,1.5
2832, C Class,2016,18149,Semi-Auto,7366,125,52.3,Petrol,2.0
2833, C Class,2017,19099,Semi-Auto,22260,145,61.4,Diesel,2.1
2834, C Class,2019,35399,Semi-Auto,1152,145,44.1,Petrol,1.5
2835, C Class,2017,21499,Semi-Auto,14750,145,48.7,Petrol,2.0
2836, C Class,2019,29699,Semi-Auto,2228,145,42.2,Petrol,1.6
2837, C Class,2019,25249,Semi-Auto,1729,145,45.6,Petrol,1.5
2838, C Class,2017,26249,Automatic,22571,145,54.3,Diesel,2.1
2839, C Class,2017,31399,Semi-Auto,19224,145,36.2,Petrol,3.0
2840, C Class,2019,25999,Semi-Auto,5910,145,46.3,Petrol,1.5
2841, C Class,2019,26399,Semi-Auto,7645,145,47.1,Petrol,1.5
2842, C Class,2019,28999,Semi-Auto,14366,145,57.7,Diesel,2.0
2843, C Class,2019,21899,Semi-Auto,2000,145,64.2,Diesel,1.6
2844, C Class,2019,20299,Semi-Auto,14316,145,46.3,Petrol,1.5
2845, C Class,2019,32624,Semi-Auto,4499,145,44.1,Petrol,1.5
2846, C Class,2019,30995,Automatic,1499,145,57.7,Diesel,2.0
2847, C Class,2019,26495,Automatic,2999,145,46.3,Petrol,1.5
